region,year,week,total_a,total_b,total_specimens,total_cases
East South Central,2021,45,0,0,2033,0
West South Central,2021,45,25,2,7040,27
Mountain,2021,45,9,4,7556,13
Pacific,2021,45,36,8,12435,44
New England,2021,46,72,1,2788,73
Middle Atlantic,2021,46,71,7,6607,78
East North Central,2021,46,246,6,17546,252
West North Central,2021,46,17,3,10103,20
South Atlantic,2021,46,87,13,5775,100
East South Central,2021,46,13,2,2272,15
West South Central,2021,46,106,6,7624,112
Mountain,2021,46,22,2,7812,24
Pacific,2021,46,53,5,12378,58
New England,2021,47,95,1,2825,96
Middle Atlantic,2021,47,101,0,6320,101
East North Central,2021,47,609,8,18999,617
West North Central,2021,47,55,2,8771,57
South Atlantic,2021,47,148,8,5979,156
East South Central,2021,47,17,0,2257,17
West South Central,2021,47,124,8,6535,132
Mountain,2021,47,48,2,7428,50
Pacific,2021,47,88,10,12774,98
New England,2021,48,273,1,4331,274
Middle Atlantic,2021,48,268,4,8184,272
East North Central,2021,48,652,12,16572,664
West North Central,2021,48,300,2,12637,302
South Atlantic,2021,48,245,14,7369,259
East South Central,2021,48,64,1,3145,65
West South Central,2021,48,239,15,8650,254
Mountain,2021,48,167,3,8836,170
Pacific,2021,48,187,19,15524,206
New England,2021,49,489,5,4714,494
Middle Atlantic,2021,49,408,2,9037,410
East North Central,2021,49,1119,24,27613,1143
West North Central,2021,49,560,1,13158,561
South Atlantic,2021,49,334,5,6988,339
East South Central,2021,49,115,2,2878,117
West South Central,2021,49,504,5,9312,509
Mountain,2021,49,170,2,8349,172
Pacific,2021,49,214,5,15733,219
New England,2021,50,513,3,5391,516
Middle Atlantic,2021,50,633,2,9302,635
East North Central,2021,50,2153,20,32427,2173
West North Central,2021,50,1205,1,14656,1206
South Atlantic,2021,50,542,11,8344,553
East South Central,2021,50,165,1,3007,166
West South Central,2021,50,813,8,10328,821
Mountain,2021,50,391,3,8143,394
Pacific,2021,50,266,12,16598,278
New England,2021,51,442,5,6278,447
Middle Atlantic,2021,51,556,4,11925,560
East North Central,2021,51,2393,12,40214,2405
West North Central,2021,51,1613,0,15613,1613
South Atlantic,2021,51,546,17,9396,563
East South Central,2021,51,114,11,6061,125
West South Central,2021,51,782,11,11071,793
Mountain,2021,51,523,3,8642,526
Pacific,2021,51,271,15,17704,286
New England,2021,52,356,3,7545,359
Middle Atlantic,2021,52,419,6,13478,425
East North Central,2021,52,2040,28,42775,2068
West North Central,2021,52,1481,6,17293,1487
South Atlantic,2021,52,424,38,12860,462
East South Central,2021,52,130,5,11629,135
West South Central,2021,52,521,14,13880,535
Mountain,2021,52,528,1,10653,529
Pacific,2021,52,189,8,16927,197
New England,2022,1,163,1,6552,164
Middle Atlantic,2022,1,196,2,13091,198
East North Central,2022,1,1117,21,38920,1138
West North Central,2022,1,1029,0,21895,1029
South Atlantic,2022,1,151,17,10344,168
East South Central,2022,1,63,4,9670,67
West South Central,2022,1,281,7,13799,288
Mountain,2022,1,439,5,12015,444
Pacific,2022,1,167,11,24586,178
New England,2022,2,70,1,5363,71
Middle Atlantic,2022,2,95,0,10675,95
East North Central,2022,2,699,29,29626,728
West North Central,2022,2,906,1,19644,907
South Atlantic,2022,2,117,10,10437,127
East South Central,2022,2,50,5,9028,55
West South Central,2022,2,279,7,13074,286
Mountain,2022,2,275,6,11179,281
Pacific,2022,2,109,13,20398,122
New England,2022,3,56,0,4095,56
Middle Atlantic,2022,3,45,3,8001,48
East North Central,2022,3,622,10,23044,632
West North Central,2022,3,822,3,19372,825
South Atlantic,2022,3,87,3,8433,90
East South Central,2022,3,52,13,8250,65
West South Central,2022,3,244,16,10236,260
Mountain,2022,3,197,2,9518,199
Pacific,2022,3,65,22,15822,87
New England,2022,4,38,1,3445,39
Middle Atlantic,2022,4,43,0,6889,43
East North Central,2022,4,520,12,17244,532
West North Central,2022,4,563,3,15883,566
South Atlantic,2022,4,105,9,7664,114
East South Central,2022,4,29,0,6832,29
West South Central,2022,4,214,2,8077,216
Mountain,2022,4,147,2,7696,149
Pacific,2022,4,63,17,13394,80
New England,2022,5,41,0,3053,41
Middle Atlantic,2022,5,51,1,6214,52
East North Central,2022,5,534,14,15196,548
West North Central,2022,5,443,4,9699,447
South Atlantic,2022,5,101,8,6769,109
East South Central,2022,5,31,0,4626,31
West South Central,2022,5,235,5,5651,240
Mountain,2022,5,87,1,6421,88
Pacific,2022,5,47,8,11264,55
New England,2022,6,35,0,2955,35
Middle Atlantic,2022,6,65,1,6432,66
East North Central,2022,6,540,17,13501,557
West North Central,2022,6,539,1,8770,540
South Atlantic,2022,6,130,13,6002,143
East South Central,2022,6,27,3,4315,30
West South Central,2022,6,366,3,6050,369
Mountain,2022,6,95,2,7250,97
Pacific,2022,6,58,7,9525,65
New England,2022,7,38,0,2861,38
Middle Atlantic,2022,7,79,2,6266,81
East North Central,2022,7,749,27,12672,776
West North Central,2022,7,652,3,8078,655
South Atlantic,2022,7,192,10,7468,202
East South Central,2022,7,41,1,3939,42
West South Central,2022,7,553,6,6529,559
Mountain,2022,7,147,4,5744,151
Pacific,2022,7,74,12,9396,86
New England,2022,8,38,0,2650,38
Middle Atlantic,2022,8,89,0,6022,89
East North Central,2022,8,830,16,12829,846
West North Central,2022,8,590,0,6943,590
South Atlantic,2022,8,233,4,7453,237
East South Central,2022,8,53,3,4320,56
West South Central,2022,8,715,5,6315,720
Mountain,2022,8,165,0,5467,165
Pacific,2022,8,100,5,9129,105
New England,2022,9,55,0,2833,55
Middle Atlantic,2022,9,107,0,6307,107
East North Central,2022,9,997,30,12198,1027
West North Central,2022,9,588,0,6370,588
South Atlantic,2022,9,233,5,7080,238
East South Central,2022,9,68,0,3681,68
West South Central,2022,9,1142,2,7289,1144
Mountain,2022,9,239,4,5670,243
Pacific,2022,9,183,2,9651,185
New England,2022,10,70,1,3006,71
Middle Atlantic,2022,10,189,1,6777,190
East North Central,2022,10,1164,13,12575,1177
West North Central,2022,10,598,3,5577,601
South Atlantic,2022,10,222,6,7266,228
East South Central,2022,10,67,5,3887,72
West South Central,2022,10,1400,13,7879,1413
Mountain,2022,10,291,2,5526,293
Pacific,2022,10,205,10,9516,215
New England,2022,11,124,1,3391,125
Middle Atlantic,2022,11,313,0,7142,313
East North Central,2022,11,1383,14,12684,1397
West North Central,2022,11,497,1,5829,498
South Atlantic,2022,11,247,8,6822,255
East South Central,2022,11,99,4,3255,103
West South Central,2022,11,1583,10,7783,1593
Mountain,2022,11,404,1,5455,405
Pacific,2022,11,301,13,10220,314
New England,2022,12,165,0,3348,165
Middle Atlantic,2022,12,511,0,7751,511
East North Central,2022,12,1681,8,14679,1689
West North Central,2022,12,420,0,5796,420
South Atlantic,2022,12,278,6,6382,284
East South Central,2022,12,103,3,4073,106
West South Central,2022,12,1449,5,8283,1454
Mountain,2022,12,476,2,5687,478
Pacific,2022,12,400,12,10582,412
New England,2022,13,225,0,3748,225
Middle Atlantic,2022,13,716,1,8523,717
East North Central,2022,13,1517,82,13795,1599
West North Central,2022,13,389,1,5959,390
South Atlantic,2022,13,248,5,6227,253
East South Central,2022,13,135,1,3815,136
West South Central,2022,13,1336,12,7817,1348
Mountain,2022,13,607,2,5812,609
Pacific,2022,13,391,11,10706,402
New England,2022,14,424,0,4464,424
Middle Atlantic,2022,14,1077,0,9578,1077
East North Central,2022,14,1989,7,16204,1996
West North Central,2022,14,416,1,5828,417
South Atlantic,2022,14,313,3,6455,316
East South Central,2022,14,180,1,3114,181
West South Central,2022,14,1149,13,7839,1162
Mountain,2022,14,677,3,5882,680
Pacific,2022,14,435,6,11133,441
New England,2022,15,501,1,4782,502
Middle Atlantic,2022,15,1057,0,9344,1057
East North Central,2022,15,1922,7,14967,1929
West North Central,2022,15,380,0,5749,380
South Atlantic,2022,15,360,1,6794,361
East South Central,2022,15,136,1,2878,137
West South Central,2022,15,1057,5,7447,1062
Mountain,2022,15,882,2,6248,884
Pacific,2022,15,549,9,11280,558
New England,2022,16,461,0,4928,461
Middle Atlantic,2022,16,782,0,9551,782
East North Central,2022,16,1757,23,16893,1780
West North Central,2022,16,322,0,5157,322
South Atlantic,2022,16,375,5,6959,380
East South Central,2022,16,157,4,3004,161
West South Central,2022,16,643,5,6164,648
Mountain,2022,16,1025,3,6885,1028
Pacific,2022,16,781,12,12374,793
New England,2022,17,407,1,5198,408
Middle Atlantic,2022,17,701,0,9361,701
East North Central,2022,17,1812,16,18972,1828
West North Central,2022,17,366,0,6230,366
South Atlantic,2022,17,388,8,7228,396
East South Central,2022,17,202,5,3005,207
West South Central,2022,17,487,7,6196,494
Mountain,2022,17,996,0,7268,996
Pacific,2022,17,876,6,13513,882
New England,2022,18,590,2,5579,592
Middle Atlantic,2022,18,794,0,9614,794
East North Central,2022,18,1953,21,20028,1974
West North Central,2022,18,262,0,5949,262
South Atlantic,2022,18,463,6,7372,469
East South Central,2022,18,180,2,3198,182
West South Central,2022,18,363,11,6015,374
Mountain,2022,18,1052,2,7367,1054
Pacific,2022,18,1045,7,14770,1052
New England,2022,19,741,3,6142,744
Middle Atlantic,2022,19,598,0,9602,598
East North Central,2022,19,1552,36,21018,1588
West North Central,2022,19,223,1,6448,224
South Atlantic,2022,19,607,2,8988,609
East South Central,2022,19,105,1,3201,106
West South Central,2022,19,301,2,5726,303
Mountain,2022,19,772,5,7202,777
Pacific,2022,19,1187,13,16227,1200
New England,2022,20,449,2,5629,451
Middle Atlantic,2022,20,514,0,9233,514
East North Central,2022,20,950,5,19695,955
West North Central,2022,20,112,0,5867,112
South Atlantic,2022,20,547,2,8313,549
East South Central,2022,20,50,1,3403,51
West South Central,2022,20,240,6,6481,246
Mountain,2022,20,675,2,8314,677
Pacific,2022,20,1522,9,17773,1531
New England,2022,21,268,0,5195,268
Middle Atlantic,2022,21,343,6,8765,349
East North Central,2022,21,565,6,17513,571
West North Central,2022,21,107,1,5683,108
South Atlantic,2022,21,885,1,9440,886
East South Central,2022,21,88,3,3224,91
West South Central,2022,21,189,9,6390,198
Mountain,2022,21,544,6,7114,550
Pacific,2022,21,1767,7,19518,1774
New England,2022,22,163,1,4791,164
Middle Atlantic,2022,22,213,0,7927,213
East North Central,2022,22,313,10,15457,323
West North Central,2022,22,92,0,5639,92
South Atlantic,2022,22,856,7,9172,863
East South Central,2022,22,42,4,3059,46
West South Central,2022,22,154,8,6308,162
Mountain,2022,22,319,2,7385,321
Pacific,2022,22,1633,14,18420,1647
New England,2022,23,81,3,4850,84
Middle Atlantic,2022,23,101,1,7990,102
East North Central,2022,23,184,10,14276,194
West North Central,2022,23,49,1,5492,50
South Atlantic,2022,23,515,4,8612,519
East South Central,2022,23,38,2,3185,40
West South Central,2022,23,95,6,6473,101
Mountain,2022,23,188,1,7298,189
Pacific,2022,23,1200,6,16867,1206
New England,2022,24,64,0,4433,64
Middle Atlantic,2022,24,72,2,7347,74
East North Central,2022,24,124,16,12745,140
West North Central,2022,24,35,0,5170,35
South Atlantic,2022,24,311,5,8284,316
East South Central,2022,24,27,7,3087,34
West South Central,2022,24,82,5,6360,87
Mountain,2022,24,97,0,7125,97
Pacific,2022,24,788,7,14925,795
New England,2022,25,40,1,3903,41
Middle Atlantic,2022,25,47,0,7152,47
East North Central,2022,25,82,12,11911,94
West North Central,2022,25,29,1,5124,30
South Atlantic,2022,25,155,3,7354,158
East South Central,2022,25,15,3,2936,18
West South Central,2022,25,59,9,6697,68
Mountain,2022,25,47,2,6884,49
Pacific,2022,25,610,9,14549,619
New England,2022,26,15,3,4010,18
Middle Atlantic,2022,26,36,0,7042,36
East North Central,2022,26,49,10,11140,59
West North Central,2022,26,16,1,4885,17
South Atlantic,2022,26,132,5,7839,137
East South Central,2022,26,10,12,3043,22
West South Central,2022,26,52,4,6395,56
Mountain,2022,26,23,1,6612,24
Pacific,2022,26,447,1,13463,448
New England,2022,27,8,0,3715,8
Middle Atlantic,2022,27,16,0,7179,16
East North Central,2022,27,22,1,10070,23
West North Central,2022,27,11,0,4846,11
South Atlantic,2022,27,96,5,7232,101
East South Central,2022,27,12,5,3045,17
West South Central,2022,27,44,13,6433,57
Mountain,2022,27,8,2,6771,10
Pacific,2022,27,376,4,14705,380
New England,2022,28,11,2,3580,13
Middle Atlantic,2022,28,15,2,6941,17
East North Central,2022,28,28,14,9295,42
West North Central,2022,28,15,2,5381,17
South Atlantic,2022,28,68,8,7362,76
East South Central,2022,28,7,11,3112,18
West South Central,2022,28,35,8,6152,43
Mountain,2022,28,13,1,6679,14
Pacific,2022,28,246,2,13056,248
New England,2022,29,5,1,3423,6
Middle Atlantic,2022,29,11,0,7055,11
East North Central,2022,29,22,3,9199,25
West North Central,2022,29,9,2,5543,11
South Atlantic,2022,29,62,4,8712,66
East South Central,2022,29,6,7,3293,13
West South Central,2022,29,35,13,6123,48
Mountain,2022,29,6,0,6749,6
Pacific,2022,29,192,8,12154,200
New England,2022,30,9,1,3424,10
Middle Atlantic,2022,30,10,0,7038,10
East North Central,2022,30,24,3,9332,27
West North Central,2022,30,9,2,5017,11
South Atlantic,2022,30,29,1,6234,30
East South Central,2022,30,7,16,3422,23
West South Central,2022,30,33,4,5619,37
Mountain,2022,30,8,1,6275,9
Pacific,2022,30,139,3,11576,142
New England,2022,31,4,0,3212,4
Middle Atlantic,2022,31,8,1,6927,9
East North Central,2022,31,23,0,8420,23
West North Central,2022,31,5,1,4830,6
South Atlantic,2022,31,26,5,6221,31
East South Central,2022,31,4,9,2965,13
West South Central,2022,31,25,10,5129,35
Mountain,2022,31,11,1,6120,12
Pacific,2022,31,134,2,11005,136
New England,2022,32,8,0,3207,8
Middle Atlantic,2022,32,10,0,6058,10
East North Central,2022,32,11,3,7519,14
West North Central,2022,32,5,0,4824,5
South Atlantic,2022,32,29,4,5581,33
East South Central,2022,32,4,7,2836,11
West South Central,2022,32,23,10,4662,33
Mountain,2022,32,3,0,6313,3
Pacific,2022,32,131,3,11169,134
New England,2022,33,5,0,3352,5
Middle Atlantic,2022,33,14,0,5559,14
East North Central,2022,33,12,3,7894,15
West North Central,2022,33,14,1,4693,15
South Atlantic,2022,33,18,5,5595,23
East South Central,2022,33,11,12,3096,23
West South Central,2022,33,35,8,5179,43
Mountain,2022,33,5,1,6965,6
Pacific,2022,33,109,4,11303,113
New England,2022,34,10,1,3279,11
Middle Atlantic,2022,34,14,0,5498,14
East North Central,2022,34,13,8,8652,21
West North Central,2022,34,3,0,4709,3
South Atlantic,2022,34,40,3,6618,43
East South Central,2022,34,10,16,3656,26
West South Central,2022,34,56,7,6583,63
Mountain,2022,34,6,0,7946,6
Pacific,2022,34,148,6,10555,154
New England,2022,35,11,1,3203,12
Middle Atlantic,2022,35,17,0,5518,17
East North Central,2022,35,22,3,9374,25
West North Central,2022,35,4,0,5217,4
South Atlantic,2022,35,38,4,6584,42
East South Central,2022,35,12,8,3527,20
West South Central,2022,35,95,14,7552,109
Mountain,2022,35,4,1,7446,5
Pacific,2022,35,132,4,11578,136
New England,2022,36,11,0,3383,11
Middle Atlantic,2022,36,18,0,5749,18
East North Central,2022,36,15,2,10030,17
West North Central,2022,36,8,1,5324,9
South Atlantic,2022,36,66,1,6526,67
East South Central,2022,36,17,3,3318,20
West South Central,2022,36,117,6,7512,123
Mountain,2022,36,7,1,6539,8
Pacific,2022,36,169,8,11367,177
New England,2022,37,7,0,3782,7
Middle Atlantic,2022,37,25,1,6625,26
East North Central,2022,37,26,1,9629,27
West North Central,2022,37,6,1,5473,7
South Atlantic,2022,37,113,5,6446,118
East South Central,2022,37,11,9,3260,20
West South Central,2022,37,159,12,8316,171
Mountain,2022,37,6,2,6221,8
Pacific,2022,37,150,6,12517,156
New England,2022,38,18,0,3962,18
Middle Atlantic,2022,38,23,0,7459,23
East North Central,2022,38,67,14,12256,81
West North Central,2022,38,9,2,5445,11
South Atlantic,2022,38,212,16,6526,228
East South Central,2022,38,20,12,3122,32
West South Central,2022,38,231,14,8265,245
Mountain,2022,38,11,0,6563,11
Pacific,2022,38,184,7,13857,191
New England,2022,39,18,0,4230,18
Middle Atlantic,2022,39,30,2,7694,32
East North Central,2022,39,66,24,10709,90
West North Central,2022,39,17,2,5265,19
South Atlantic,2022,39,374,22,6271,396
East South Central,2022,39,21,6,1546,27
West South Central,2022,39,392,16,8721,408
Mountain,2022,39,14,1,6256,15
Pacific,2022,39,336,10,16205,346
New England,2022,40,30,0,4684,30
Middle Atlantic,2022,40,36,1,8533,37
East North Central,2022,40,110,19,12355,129
West North Central,2022,40,46,14,8154,60
South Atlantic,2022,40,632,26,9708,658
East South Central,2022,40,49,13,1504,62
West South Central,2022,40,665,22,8738,687
Mountain,2022,40,17,1,6400,18
Pacific,2022,40,399,9,18173,408
New England,2022,41,35,2,4707,37
Middle Atlantic,2022,41,70,1,8838,71
East North Central,2022,41,241,17,14603,258
West North Central,2022,41,60,4,8251,64
South Atlantic,2022,41,715,21,9818,736
East South Central,2022,41,132,9,1762,141
West South Central,2022,41,1126,20,9687,1146
Mountain,2022,41,25,4,10012,29
Pacific,2022,41,557,10,20377,567
New England,2022,42,61,2,5231,63
Middle Atlantic,2022,42,145,1,9665,146
East North Central,2022,42,457,18,16885,475
West North Central,2022,42,210,10,9007,220
South Atlantic,2022,42,1392,16,11949,1408
East South Central,2022,42,243,6,2056,249
West South Central,2022,42,1685,29,11060,1714
Mountain,2022,42,44,5,5776,49
Pacific,2022,42,843,21,23798,864
New England,2022,43,124,4,5885,128
Middle Atlantic,2022,43,436,1,11410,437
East North Central,2022,43,1064,13,19567,1077
West North Central,2022,43,498,13,9488,511
South Atlantic,2022,43,2283,16,14511,2299
East South Central,2022,43,491,23,2697,514
West South Central,2022,43,2981,21,12861,3002
Mountain,2022,43,107,3,8199,110
Pacific,2022,43,1357,19,28233,1376
New England,2022,44,298,2,6461,300
Middle Atlantic,2022,44,934,5,12704,939
East North Central,2022,44,2116,31,23407,2147
West North Central,2022,44,1317,16,11723,1333
South Atlantic,2022,44,3777,15,18004,3792
East South Central,2022,44,785,31,3238,816
West South Central,2022,44,4463,21,15813,4484
Mountain,2022,44,376,6,9498,382
Pacific,2022,44,2887,18,32779,2905
New England,2022,45,467,2,6828,469
Middle Atlantic,2022,45,1412,5,12621,1417
East North Central,2022,45,2854,43,24535,2897
West North Central,2022,45,2027,14,12753,2041
South Atlantic,2022,45,3239,28,16649,3267
East South Central,2022,45,630,39,2974,669
West South Central,2022,45,4583,20,16506,4603
Mountain,2022,45,724,7,10756,731
Pacific,2022,45,5402,30,40504,5432
New England,2022,46,815,3,7749,818
Middle Atlantic,2022,46,2141,3,14094,2144
East North Central,2022,46,5423,56,28330,5479
West North Central,2022,46,3006,20,14095,3026
South Atlantic,2022,46,2503,17,14719,2520
East South Central,2022,46,556,42,2600,598
West South Central,2022,46,4290,27,16449,4317
Mountain,2022,46,1496,4,12455,1500
Pacific,2022,46,8520,17,47284,8537
New England,2022,47,1959,4,8740,1963
Middle Atlantic,2022,47,3871,6,14770,3877
East North Central,2022,47,8613,31,30000,8644
West North Central,2022,47,4304,16,14197,4320
South Atlantic,2022,47,2957,13,14756,2970
East South Central,2022,47,783,52,2907,835
West South Central,2022,47,4306,24,14682,4330
Mountain,2022,47,2574,9,12938,2583
Pacific,2022,47,11229,24,44970,11253
New England,2022,48,3069,6,11472,3075
Middle Atlantic,2022,48,5053,3,18067,5056
East North Central,2022,48,11485,24,38284,11509
West North Central,2022,48,5394,23,18790,5417
South Atlantic,2022,48,2717,13,15900,2730
East South Central,2022,48,678,36,2979,714
West South Central,2022,48,3269,32,15302,3301
Mountain,2022,48,3593,9,14659,3602
Pacific,2022,48,13577,26,56332,13603
New England,2022,49,3049,4,10722,3053
Middle Atlantic,2022,49,4651,7,17207,4658
East North Central,2022,49,12401,44,38414,12445
West North Central,2022,49,5807,16,19043,5823
South Atlantic,2022,49,1929,8,14434,1937
East South Central,2022,49,385,33,2533,418
West South Central,2022,49,3010,46,14737,3056
Mountain,2022,49,4568,20,14885,4588
Pacific,2022,49,11927,30,50525,11957
New England,2022,50,2758,15,10539,2773
Middle Atlantic,2022,50,3828,3,16658,3831
East North Central,2022,50,13057,40,40923,13097
West North Central,2022,50,5481,27,16532,5508
South Atlantic,2022,50,1253,15,13877,1268
East South Central,2022,50,213,26,2244,239
West South Central,2022,50,1979,51,12915,2030
Mountain,2022,50,4539,25,14605,4564
Pacific,2022,50,8965,14,44532,8979
New England,2022,51,2307,14,10017,2321
Middle Atlantic,2022,51,2841,3,14879,2844
East North Central,2022,51,8743,28,30881,8771
West North Central,2022,51,3925,9,14414,3934
South Atlantic,2022,51,950,10,12649,960
East South Central,2022,51,148,22,2045,170
West South Central,2022,51,1486,27,12065,1513
Mountain,2022,51,3563,15,12664,3578
Pacific,2022,51,7346,15,41770,7361
New England,2022,52,1504,10,9299,1514
Middle Atlantic,2022,52,1869,5,13179,1874
East North Central,2022,52,5285,22,26155,5307
West North Central,2022,52,2460,20,12951,2480
South Atlantic,2022,52,933,17,13625,950
East South Central,2022,52,104,30,2141,134
West South Central,2022,52,1206,30,12196,1236
Mountain,2022,52,2501,14,11933,2515
Pacific,2022,52,4639,25,37278,4664
New England,2023,1,789,20,8398,809
Middle Atlantic,2023,1,1038,9,12935,1047
East North Central,2023,1,2708,19,23235,2727
West North Central,2023,1,1166,12,10253,1178
South Atlantic,2023,1,579,27,13345,606
East South Central,2023,1,66,8,2055,74
West South Central,2023,1,741,33,11433,774
Mountain,2023,1,1218,12,10099,1230
Pacific,2023,1,1963,13,29249,1976
New England,2023,2,337,24,7495,361
Middle Atlantic,2023,2,396,14,12104,410
East North Central,2023,2,1246,18,20038,1264
West North Central,2023,2,624,24,9531,648
South Atlantic,2023,2,318,20,11871,338
East South Central,2023,2,29,7,1882,36
West South Central,2023,2,475,25,9821,500
Mountain,2023,2,499,7,8447,506
Pacific,2023,2,928,17,28021,945
New England,2023,3,217,30,6772,247
Middle Atlantic,2023,3,209,10,11184,219
East North Central,2023,3,780,24,17963,804
West North Central,2023,3,390,20,9412,410
South Atlantic,2023,3,240,8,10402,248
East South Central,2023,3,25,12,1829,37
West South Central,2023,3,328,25,16848,353
Mountain,2023,3,299,12,7831,311
Pacific,2023,3,494,17,24549,511
New England,2023,4,125,19,6954,144
Middle Atlantic,2023,4,126,22,10935,148
East North Central,2023,4,457,27,17396,484
West North Central,2023,4,237,27,9333,264
South Atlantic,2023,4,198,22,11123,220
East South Central,2023,4,19,4,1924,23
West South Central,2023,4,273,23,9803,296
Mountain,2023,4,155,8,7916,163
Pacific,2023,4,353,17,24232,370
New England,2023,5,80,12,6343,92
Middle Atlantic,2023,5,74,23,11231,97
East North Central,2023,5,303,20,16759,323
West North Central,2023,5,141,24,8662,165
South Atlantic,2023,5,208,25,10825,233
East South Central,2023,5,8,10,1913,18
West South Central,2023,5,217,52,8860,269
Mountain,2023,5,102,13,8010,115
Pacific,2023,5,293,21,24565,314
New England,2023,6,61,14,6509,75
Middle Atlantic,2023,6,60,44,11520,104
East North Central,2023,6,283,39,17051,322
West North Central,2023,6,87,33,9010,120
South Atlantic,2023,6,152,29,11648,181
East South Central,2023,6,14,11,2022,25
West South Central,2023,6,139,53,8671,192
Mountain,2023,6,68,18,8465,86
Pacific,2023,6,247,28,25858,275
New England,2023,7,45,30,6534,75
Middle Atlantic,2023,7,66,29,11644,95
East North Central,2023,7,166,29,15354,195
West North Central,2023,7,72,39,8951,111
South Atlantic,2023,7,104,35,10950,139
East South Central,2023,7,11,19,1868,30
West South Central,2023,7,128,32,7952,160
Mountain,2023,7,47,23,8300,70
Pacific,2023,7,141,25,24420,166
New England,2023,8,60,23,6062,83
Middle Atlantic,2023,8,63,28,10878,91
East North Central,2023,8,136,22,15061,158
West North Central,2023,8,50,25,8847,75
South Atlantic,2023,8,85,20,10092,105
East South Central,2023,8,5,16,1938,21
West South Central,2023,8,113,35,8364,148
Mountain,2023,8,61,17,8375,78
Pacific,2023,8,152,33,23079,185
New England,2023,9,39,14,5908,53
Middle Atlantic,2023,9,44,31,10714,75
East North Central,2023,9,134,29,15214,163
West North Central,2023,9,43,41,8792,84
South Atlantic,2023,9,56,15,9199,71
East South Central,2023,9,1,11,1668,12
West South Central,2023,9,103,33,7843,136
Mountain,2023,9,71,22,8324,93
Pacific,2023,9,118,31,22978,149
New England,2023,10,31,25,5963,56
Middle Atlantic,2023,10,66,44,10518,110
East North Central,2023,10,107,32,13937,139
West North Central,2023,10,50,59,8514,109
South Atlantic,2023,10,40,14,8739,54
East South Central,2023,10,2,11,1461,13
West South Central,2023,10,98,44,7586,142
Mountain,2023,10,64,26,7871,90
Pacific,2023,10,144,43,21787,187
New England,2023,11,28,20,5792,48
Middle Atlantic,2023,11,57,44,9980,101
East North Central,2023,11,103,20,12802,123
West North Central,2023,11,37,48,8378,85
South Atlantic,2023,11,50,29,9325,79
East South Central,2023,11,2,4,1342,6
West South Central,2023,11,76,37,6782,113
Mountain,2023,11,44,27,7470,71
Pacific,2023,11,93,35,22437,128
New England,2023,12,24,22,5807,46
Middle Atlantic,2023,12,58,52,10155,110
East North Central,2023,12,95,34,13358,129
West North Central,2023,12,52,56,8020,108
South Atlantic,2023,12,63,37,9151,100
East South Central,2023,12,4,9,1447,13
West South Central,2023,12,80,37,6939,117
Mountain,2023,12,25,18,6825,43
Pacific,2023,12,76,39,20572,115
New England,2023,13,21,41,5728,62
Middle Atlantic,2023,13,40,86,9256,126
East North Central,2023,13,60,57,12604,117
West North Central,2023,13,45,58,7491,103
South Atlantic,2023,13,38,19,7732,57
East South Central,2023,13,7,10,1177,17
West South Central,2023,13,57,25,6792,82
Mountain,2023,13,30,21,6220,51
Pacific,2023,13,82,39,19692,121
New England,2023,14,14,41,5506,55
Middle Atlantic,2023,14,57,73,8961,130
East North Central,2023,14,90,53,11662,143
West North Central,2023,14,44,58,6904,102
South Atlantic,2023,14,54,23,7689,77
East South Central,2023,14,5,16,1013,21
West South Central,2023,14,45,42,6398,87
Mountain,2023,14,30,24,5961,54
Pacific,2023,14,62,35,18435,97
New England,2023,15,16,27,5238,43
Middle Atlantic,2023,15,28,74,8655,102
East North Central,2023,15,69,37,9653,106
West North Central,2023,15,31,55,6555,86
South Atlantic,2023,15,40,38,6537,78
East South Central,2023,15,2,11,956,13
West South Central,2023,15,36,49,6372,85
Mountain,2023,15,24,22,5682,46
Pacific,2023,15,35,29,11791,64
New England,2023,16,10,17,4597,27
Middle Atlantic,2023,16,21,52,7703,73
East North Central,2023,16,47,24,8486,71
West North Central,2023,16,27,45,5229,72
South Atlantic,2023,16,30,28,6459,58
East South Central,2023,16,0,17,890,17
West South Central,2023,16,32,44,6627,76
Mountain,2023,16,15,15,5386,30
Pacific,2023,16,27,24,11324,51
New England,2023,17,9,14,4247,23
Middle Atlantic,2023,17,24,56,6664,80
East North Central,2023,17,57,39,8228,96
West North Central,2023,17,27,43,4713,70
South Atlantic,2023,17,27,45,6621,72
East South Central,2023,17,2,9,999,11
West South Central,2023,17,25,29,6119,54
Mountain,2023,17,15,31,4923,46
Pacific,2023,17,35,23,10928,58
New England,2023,18,9,25,3934,34
Middle Atlantic,2023,18,22,50,6936,72
East North Central,2023,18,47,32,8077,79
West North Central,2023,18,35,45,5278,80
South Atlantic,2023,18,21,35,6201,56
East South Central,2023,18,2,14,1049,16
West South Central,2023,18,17,40,5971,57
Mountain,2023,18,17,35,4798,52
Pacific,2023,18,29,24,10644,53
New England,2023,19,5,24,4009,29
Middle Atlantic,2023,19,26,76,6442,102
East North Central,2023,19,51,31,7113,82
West North Central,2023,19,22,32,4985,54
South Atlantic,2023,19,30,83,11477,113
East South Central,2023,19,1,12,1046,13
West South Central,2023,19,25,44,5072,69
Mountain,2023,19,7,39,4498,46
Pacific,2023,19,31,18,10071,49
New England,2023,20,10,17,3581,27
